"ACCOUNTID","BE_ASOF","ASSETCLASSLEVEL1","DAY_BOOK_MARKET_VALUE","AVG_BOOK_UNIT_COST","TOTAL_DAILY_QUANTITY","DAILY_BOOKUGL","AVG_BOOK_PRICE_PERIODEND","DAILY_ORIGINAL_COST_SUM"
159331,2024-10-10 00:00:00.000,Equity,2599717.15,91.91622851351351351351351351351351351351,63040.93,1911817.78,238.737297297297297297297297297297297297,687899.37
159331,2024-10-11 00:00:00.000,Equity,2617061.44,91.91622851351351351351351351351351351351,63136.43,1929066.57,241.238513513513513513513513513513513514,687899.37
159331,2024-10-14 00:00:00.000,Equity,2639486.69,91.91622851351351351351351351351351351351,63230.43,1951397.82,243.203514864864864864864864864864864865,687994.87
159331,2024-10-15 00:00:00.000,Equity,2638226.24,91.91622851351351351351351351351351351351,63640.78,1949727.02,240.637567567567567567567567567567567568,688088.87
159331,2024-10-16 00:00:00.000,Equity,2640249.93,91.91622851351351351351351351351351351351,63640.78,1951750.71,240.622297297297297297297297297297297297,688499.22
159331,2024-10-17 00:00:00.000,Equity,2648023.41,91.91622851351351351351351351351351351351,63640.78,1959524.19,240.851216216216216216216216216216216216,688499.22
159331,2024-10-18 00:00:00.000,Equity,2656132.88,100.2906788,52854.88,1967633.66,248.035466666666666666666666666666666667,699300.12
159331,2024-10-21 00:00:00.000,Equity,2645511.45,100.2906788,52854.88,1957012.23,246.586533333333333333333333333333333333,699300.12
159331,2024-10-24 00:00:00.000,Equity,2615433.28,100.2906788,52978.88,1926810.06,243.862933333333333333333333333333333333,688623.22
159331,2024-10-28 00:00:00.000,Equity,2616532.98,100.2906788,52978.88,1927909.76,244.0884,688623.22
159331,2024-10-31 00:00:00.000,Equity,2579427.31,100.2906788,53251.88,1890531.09,240.1044,688623.22
159331,2024-11-01 00:00:00.000,Equity,2583985.99,100.2906788,53251.88,1895089.77,241.473876,688623.22
159331,2024-11-04 00:00:00.000,Equity,2568588.09,100.284985466666666666666666666666666667,53441.08,1879596.61,240.101917333333333333333333333333333333,688529.28
159331,2024-11-05 00:00:00.000,Equity,2593039.26,100.284985466666666666666666666666666667,53441.08,1904047.78,242.983333333333333333333333333333333333,688529.28
159331,2024-11-06 00:00:00.000,Equity,2648263.75,100.284985466666666666666666666666666667,53441.08,1959272.27,248.1508,688529.28
159331,2024-11-07 00:00:00.000,Equity,2665448.51,100.284985466666666666666666666666666667,53532.17,1976365.94,249.502,688529.28
159331,2024-11-08 00:00:00.000,Equity,2675639.94,100.284985466666666666666666666666666667,53799.57,1986289.97,250.377866666666666666666666666666666667,688529.28
159331,2024-11-11 00:00:00.000,Equity,2677014.92,100.284985466666666666666666666666666667,53799.57,1987664.95,251.108266666666666666666666666666666667,688529.28
159331,2024-11-12 00:00:00.000,Equity,2673056.2,100.284985466666666666666666666666666667,53799.57,1983706.23,250.406566666666666666666666666666666667,688529.28
159331,2024-11-13 00:00:00.000,Equity,2677303.05,100.284985466666666666666666666666666667,53799.57,1987953.08,250.799334666666666666666666666666666667,688529.28
159331,2024-11-14 00:00:00.000,Equity,2680395.62,100.284985466666666666666666666666666667,54484.57,1990360.65,250.7012,688529.28
159331,2024-11-15 00:00:00.000,Equity,2649429.31,100.284985466666666666666666666666666667,55224.37,1958654.54,247.135733333333333333333333333333333333,688529.28
159331,2024-11-18 00:00:00.000,Equity,2659011.27,100.284985466666666666666666666666666667,55224.37,1968236.5,247.575602666666666666666666666666666667,688529.28
159331,2024-11-19 00:00:00.000,Equity,2655586.3,100.798677162162162162162162162162162162,57206.1,1970455.71,249.495810810810810810810810810810810811,685130.59
159331,2024-11-20 00:00:00.000,Equity,2657019.42,100.798677162162162162162162162162162162,57341.1,1971753.83,249.548513513513513513513513513513513514,685130.59
159331,2024-11-21 00:00:00.000,Equity,2666372.65,100.798677162162162162162162162162162162,57388.35,1981059.81,251.148243243243243243243243243243243243,685130.59
159331,2024-11-22 00:00:00.000,Equity,2684784.7,100.798677162162162162162162162162162162,57967.59,1998892.62,252.496216216216216216216216216216216216,685130.59
159331,2024-11-25 00:00:00.000,Equity,2707159.59,100.798677162162162162162162162162162162,57967.59,2021267.51,254.330945945945945945945945945945945946,685130.59
159331,2024-11-26 00:00:00.000,Equity,2724844.69,100.798677162162162162162162162162162162,57967.59,2038952.61,255.336351351351351351351351351351351351,685130.59
159331,2024-12-02 00:00:00.000,Equity,2734188.38,89.58338369863013698630136986301369863014,68449.07,2051593.45,250.276438356164383561643835616438356164,682248.53
159331,2024-12-03 00:00:00.000,Equity,2738392.51,89.58338369863013698630136986301369863014,68608.23,2055638.42,250.648493150684931506849315068493150685,682754.09
159331,2024-12-04 00:00:00.000,Equity,2747223.23,89.58338369863013698630136986301369863014,68608.23,2064469.14,251.284794520547945205479452054794520548,682754.09
159331,2024-12-05 00:00:00.000,Equity,2746481,89.58338369863013698630136986301369863014,68908.23,2063426.91,250.753767123287671232876712328767123288,682754.09
159331,2024-12-06 00:00:00.000,Equity,2749357.3,83.50964875,88355.5,2065264.27,246.970277777777777777777777777777777778,664610.76
159331,2024-12-09 00:00:00.000,Equity,2740101.09,83.50964875,88355.5,2056008.06,245.366736111111111111111111111111111111,664757.66
159331,2024-12-10 00:00:00.000,Equity,2748198.81,83.50964875,88681.5,2063779.78,245.898006944444444444444444444444444444,684093.03
159331,2024-12-11 00:00:00.000,Equity,2761826.64,83.50964875,88681.5,2077407.61,247.434861111111111111111111111111111111,684419.03
159331,2024-12-12 00:00:00.000,Equity,2753061.92,83.50964875,89104.8,2068219.59,245.749583333333333333333333333333333333,684419.03
159331,2024-12-13 00:00:00.000,Equity,2740872.14,83.50964875,89104.8,2056029.81,244.370138888888888888888888888888888889,684842.33
159331,2024-12-16 00:00:00.000,Equity,2755020.84,82.51037597222222222222222222222222222222,90252.8,2069330.51,239.546526388888888888888888888888888889,684842.33
159331,2024-12-17 00:00:00.000,Equity,2747188.78,82.51037597222222222222222222222222222222,90252.8,2061498.45,238.206041666666666666666666666666666667,685690.33
159331,2024-12-18 00:00:00.000,Equity,2670097.08,82.51037597222222222222222222222222222222,90252.8,1984406.75,231.520416666666666666666666666666666667,685690.33
159331,2024-12-19 00:00:00.000,Equity,2673169.03,82.51037597222222222222222222222222222222,90252.8,1987478.7,231.158194444444444444444444444444444444,685690.33
159331,2024-12-20 00:00:00.000,Equity,2696151.9,82.51037597222222222222222222222222222222,90352.59,2010361.78,232.620555555555555555555555555555555556,685690.33
159331,2024-12-23 00:00:00.000,Equity,2703592.82,82.51037597222222222222222222222222222222,90954.59,2017200.7,233.543888888888888888888888888888888889,685790.12
159331,2024-12-24 00:00:00.000,Equity,2730881.39,82.51037597222222222222222222222222222222,90954.59,2044489.27,235.943333333333333333333333333333333333,686392.12
159331,2024-12-26 00:00:00.000,Equity,2733403.86,82.51037597222222222222222222222222222222,90954.59,2047011.74,235.871945833333333333333333333333333333,686392.12
159331,2024-12-27 00:00:00.000,Equity,2707946.09,82.51037597222222222222222222222222222222,91029.59,2021478.97,234.043194444444444444444444444444444444,686392.12
159331,2024-12-30 00:00:00.000,Equity,2678916.65,82.51037597222222222222222222222222222222,91149.59,1992329.53,231.425833333333333333333333333333333333,686467.12
159331,2024-12-31 00:00:00.000,Equity,2671848.36,82.51037597222222222222222222222222222222,91547.05,1984863.78,231.059166666666666666666666666666666667,686729.62
159331,2025-01-02 00:00:00.000,Equity,2659165.25,82.51037597222222222222222222222222222222,91292.09,1972435.63,230.729861111111111111111111111111111111,686729.62
159331,2025-01-03 00:00:00.000,Equity,2679956.38,82.51037597222222222222222222222222222222,91973.65,1992545.2,232.477941666666666666666666666666666667,686984.58
159331,2025-01-06 00:00:00.000,Equity,2689570.16,82.51037597222222222222222222222222222222,92312.4,2001820.23,233.69375,687411.18
159331,2025-01-07 00:00:00.000,Equity,2669485.12,82.51037597222222222222222222222222222222,92312.4,1981735.19,231.630555555555555555555555555555555556,687749.93
159331,2025-01-08 00:00:00.000,Equity,2672863.69,82.51037597222222222222222222222222222222,92555.4,1984870.76,231.723472222222222222222222222222222222,687749.93
159331,2025-01-09 00:00:00.000,Equity,2672863.69,82.51037597222222222222222222222222222222,92555.4,1984870.76,231.723472222222222222222222222222222222,687992.93
159331,2025-01-10 00:00:00.000,Equity,2630920.5,82.51037597222222222222222222222222222222,92650.9,1942832.07,228.098194444444444444444444444444444444,687992.93
159331,2025-01-13 00:00:00.000,Equity,2628438.03,82.51037597222222222222222222222222222222,92650.9,1940349.6,228.47875,688088.43
159331,2025-01-14 00:00:00.000,Equity,2630235.05,82.51037597222222222222222222222222222222,92744.9,1942052.62,229.015208333333333333333333333333333333,688088.43
159331,2025-01-15 00:00:00.000,Equity,2672798.63,82.51037597222222222222222222222222222222,93166.05,1984195.05,233.250138888888888888888888888888888889,688182.43
159331,2025-01-16 00:00:00.000,Equity,2661753.39,82.51037597222222222222222222222222222222,93391.05,1972924.81,233.903194444444444444444444444444444444,688603.58
159331,2025-01-17 00:00:00.000,Equity,2677646.6,78.46246295774647887323943661971830985915,115100.44,1985557.24,232.511126760563380281690140845070422535,670329.97
159331,2025-01-21 00:00:00.000,Equity,2689645.27,78.46246295774647887323943661971830985915,115100.44,1997555.91,234.611408450704225352112676056338028169,670329.97
159331,2025-01-22 00:00:00.000,Equity,2705406.25,78.46246295774647887323943661971830985915,115100.44,2013316.89,235.51,692089.36
159331,2025-01-23 00:00:00.000,Equity,2716978.86,78.46246295774647887323943661971830985915,115100.44,2024889.5,236.762323943661971830985915492957746479,692089.36
159331,2025-01-24 00:00:00.000,Equity,2717414.81,78.46246295774647887323943661971830985915,115100.44,2025325.45,236.900563380281690140845070422535211268,692089.36
159331,2025-01-27 00:00:00.000,Equity,2714283.63,78.46246295774647887323943661971830985915,115100.44,2022194.27,236.933821126760563380281690140845070423,692089.36
159331,2025-01-28 00:00:00.000,Equity,2737592.7,78.46246295774647887323943661971830985915,115100.44,2045503.34,238.037887323943661971830985915492957746,692089.36
159331,2025-01-29 00:00:00.000,Equity,2728200.38,78.46246295774647887323943661971830985915,108540.21,2042671.25,237.91764647887323943661971830985915493,685529.13
159331,2025-01-30 00:00:00.000,Equity,2733725.9,78.46246295774647887323943661971830985915,108540.21,2048196.77,239.941267605633802816901408450704225352,685529.13
159331,2025-01-31 00:00:00.000,Equity,2720641.36,78.46246295774647887323943661971830985915,109132.29,2034520.15,239.073380281690140845070422535211267606,685821.63
159331,2025-02-03 00:00:00.000,Equity,2688806.03,78.46246295774647887323943661971830985915,108832.71,2002984.4,236.231901408450704225352112676056338028,685821.63
159331,2025-02-04 00:00:00.000,Equity,2699448.76,78.46246295774647887323943661971830985915,109132.29,2013327.55,236.561126760563380281690140845070422535,686121.21
159331,2025-02-05 00:00:00.000,Equity,2697218.68,78.46246295774647887323943661971830985915,109132.29,2011097.47,236.979295774647887323943661971830985915,686121.21
159331,2025-02-06 00:00:00.000,Equity,2711102.26,78.46246295774647887323943661971830985915,109132.29,2024981.05,237.475633802816901408450704225352112676,686121.21
159331,2025-02-07 00:00:00.000,Equity,2683257.19,78.46246295774647887323943661971830985915,109238.69,1997029.58,235.47084647887323943661971830985915493,686121.21
159331,2025-02-10 00:00:00.000,Equity,2693883.85,78.46246295774647887323943661971830985915,109413.69,2007481.24,236.038811267605633802816901408450704225,686227.61
159331,2025-02-11 00:00:00.000,Equity,2706540.47,78.46246295774647887323943661971830985915,109413.69,2020137.86,236.906918309859154929577464788732394366,686402.61
159331,2025-02-12 00:00:00.000,Equity,2705247.67,78.46246295774647887323943661971830985915,109413.69,2018845.06,235.94591549295774647887323943661971831,686402.61
159331,2025-02-13 00:00:00.000,Equity,2730631.95,79.95923013888888888888888888888888888889,72830.75,2043754.34,236.874444444444444444444444444444444444,723660.55
159331,2025-02-14 00:00:00.000,Equity,2733481.49,79.95923013888888888888888888888888888889,73618,2045816.63,236.238333333333333333333333333333333333,724135.55
159331,2025-02-18 00:00:00.000,Equity,2742643.22,79.95923013888888888888888888888888888889,74136.1,2054460.26,236.577361111111111111111111111111111111,687664.86
159331,2025-02-19 00:00:00.000,Equity,2744706.68,79.95923013888888888888888888888888888889,74176.37,2056483.45,236.866111111111111111111111111111111111,688182.96
159331,2025-02-20 00:00:00.000,Equity,2735861.74,79.95923013888888888888888888888888888889,74291.13,2047523.75,236.225277777777777777777777777777777778,688202.99
159331,2025-02-21 00:00:00.000,Equity,2701355.63,79.95923013888888888888888888888888888889,74291.13,2013017.64,233.069027777777777777777777777777777778,688337.99
159331,2025-02-24 00:00:00.000,Equity,2701295.19,79.95923013888888888888888888888888888889,74291.13,2012957.2,232.339444444444444444444444444444444444,688337.99
159331,2025-02-25 00:00:00.000,Equity,2694811.54,79.95923013888888888888888888888888888889,74291.13,2006473.55,231.99125,688337.99
159331,2025-02-26 00:00:00.000,Equity,2684160.86,79.95923013888888888888888888888888888889,74291.13,1995822.87,231.999791666666666666666666666666666667,688337.99
159331,2025-02-27 00:00:00.000,Equity,2663782.71,79.95923013888888888888888888888888888889,74291.13,1975444.72,229.9075,688337.99
159331,2025-02-28 00:00:00.000,Equity,2699289.95,79.95923013888888888888888888888888888889,74795.6,2010447.49,233.653194444444444444444444444444444444,688585.73
159331,2025-03-03 00:00:00.000,Equity,2658201.4,79.95923013888888888888888888888888888889,74538.87,1969615.67,230.756944444444444444444444444444444444,688585.73
159331,2025-03-04 00:00:00.000,Equity,2623556.5,79.95923013888888888888888888888888888889,74795.6,1934714.04,227.24625,688842.46
159331,2025-03-05 00:00:00.000,Equity,2647441.04,79.95923013888888888888888888888888888889,74795.6,1958598.58,230.389791666666666666666666666666666667,688842.46
159331,2025-03-06 00:00:00.000,Equity,2614765.15,79.95923013888888888888888888888888888889,75095.6,1925622.69,226.862904166666666666666666666666666667,688842.46
159331,2025-03-07 00:00:00.000,Equity,2631770.89,79.95923013888888888888888888888888888889,75532,1942192.03,227.592361111111111111111111111111111111,689142.46
159331,2025-03-10 00:00:00.000,Equity,2561940.94,79.95923013888888888888888888888888888889,75874,1872020.08,222.175069444444444444444444444444444444,689578.86
159331,2025-03-11 00:00:00.000,Equity,2535947.87,79.95923013888888888888888888888888888889,75874,1846027.01,220.566988888888888888888888888888888889,689920.86
159331,2025-03-12 00:00:00.000,Equity,2532080.2,79.95923013888888888888888888888888888889,75874,1842159.34,220.880972222222222222222222222222222222,689920.86
159331,2025-03-13 00:00:00.000,Equity,2488458.33,79.95923013888888888888888888888888888889,76337.46,1798074.01,218.011666666666666666666666666666666667,689920.86
159331,2025-03-14 00:00:00.000,Equity,2532540.63,79.95923013888888888888888888888888888889,76484.36,1842009.41,222.203333333333333333333333333333333333,690384.32
159331,2025-03-17 00:00:00.000,Equity,2552226.07,79.95923013888888888888888888888888888889,77332.36,1860846.85,224.563611111111111111111111111111111111,690531.22
159331,2025-03-18 00:00:00.000,Equity,2534231.74,79.95923013888888888888888888888888888889,77332.36,1842852.52,223.078333333333333333333333333333333333,691379.22
159331,2025-03-19 00:00:00.000,Equity,2563893.72,79.95923013888888888888888888888888888889,77332.36,1872514.5,224.784027777777777777777777777777777778,691379.22
159331,2025-03-20 00:00:00.000,Equity,2556272.34,79.95923013888888888888888888888888888889,77332.36,1864893.12,224.436666666666666666666666666666666667,691379.22
159331,2025-03-21 00:00:00.000,Equity,2561497,79.93193569444444444444444444444444444444,77377.18,1870503.12,223.79625,690949.06
159331,2025-03-24 00:00:00.000,Equity,2597896.74,79.93193569444444444444444444444444444444,77986.88,1906293.16,227.097430555555555555555555555555555556,690993.88
159331,2025-03-25 00:00:00.000,Equity,2607896.51,79.93193569444444444444444444444444444444,77986.88,1916292.93,227.661388888888888888888888888888888889,691603.58
159331,2025-03-26 00:00:00.000,Equity,2586729.44,79.93193569444444444444444444444444444444,78065.63,1895047.11,226.06375,691603.58
159331,2025-03-27 00:00:00.000,Equity,2578741.63,79.93193569444444444444444444444444444444,78065.63,1887059.3,225.251180555555555555555555555555555556,691682.33
159331,2025-03-28 00:00:00.000,Equity,2524265.55,79.93193569444444444444444444444444444444,78653.63,1831995.22,220.608611111111111111111111111111111111,691682.33
159331,2025-03-31 00:00:00.000,Equity,2543041.77,79.93193569444444444444444444444444444444,79350.76,1850074.31,221.467777777777777777777777777777777778,692751.58
159331,2025-04-01 00:00:00.000,Equity,2555028.44,79.93193569444444444444444444444444444444,79341.88,1862069.86,222.181527777777777777777777777777777778,692751.58
159331,2025-04-02 00:00:00.000,Equity,2571137.95,79.93193569444444444444444444444444444444,79784.56,1877736.69,223.685833333333333333333333333333333333,693174.46
159331,2025-04-03 00:00:00.000,Equity,2434728.46,79.93193569444444444444444444444444444444,79784.56,1741327.2,212.653611111111111111111111111111111111,693401.26
159331,2025-04-04 00:00:00.000,Equity,2296698.28,79.93193569444444444444444444444444444444,79784.56,1603297.02,200.556944444444444444444444444444444444,693401.26
159331,2025-04-07 00:00:00.000,Equity,2277348.11,79.93193569444444444444444444444444444444,80027.56,1583703.85,199.647638888888888888888888888888888889,693401.26
159331,2025-04-08 00:00:00.000,Equity,2235841.39,79.93193569444444444444444444444444444444,80027.56,1542197.13,196.813333333333333333333333333333333333,693644.26
159331,2025-04-09 00:00:00.000,Equity,2443155.26,79.93193569444444444444444444444444444444,80027.56,1749511,214.360833333333333333333333333333333333,693644.26
159331,2025-04-10 00:00:00.000,Equity,2363880.67,79.93193569444444444444444444444444444444,80027.56,1670236.41,206.839722222222222222222222222222222222,693644.26
159331,2025-04-11 00:00:00.000,Equity,2404514.97,79.93193569444444444444444444444444444444,80130.56,1710767.71,209.962083333333333333333333333333333333,693644.26
159331,2025-04-14 00:00:00.000,Equity,2429713.49,79.93193569444444444444444444444444444444,80224.56,1735872.23,211.62375,693747.26
159331,2025-04-15 00:00:00.000,Equity,2420457.53,79.93193569444444444444444444444444444444,80648.11,1726192.72,210.620138888888888888888888888888888889,693841.26
159331,2025-04-16 00:00:00.000,Equity,2365899.61,79.93193569444444444444444444444444444444,80648.11,1671634.8,205.924444444444444444444444444444444444,694264.81
159331,2025-04-17 00:00:00.000,Equity,2379513.66,79.93193569444444444444444444444444444444,80648.11,1685248.85,207.187083333333333333333333333333333333,694264.81
159331,2025-04-21 00:00:00.000,Equity,2328077.47,79.93193569444444444444444444444444444444,80648.11,1633812.66,202.579861111111111111111111111111111111,694264.81
159331,2025-04-22 00:00:00.000,Equity,2386906.51,79.93193569444444444444444444444444444444,80648.11,1692641.7,207.694166666666666666666666666666666667,694264.81
159331,2025-04-23 00:00:00.000,Equity,2424305.56,79.93193569444444444444444444444444444444,80780.11,1729908.75,210.350555555555555555555555555555555556,694264.81
159331,2025-04-24 00:00:00.000,Equity,2468147.15,79.93193569444444444444444444444444444444,80780.11,1773750.34,213.898194444444444444444444444444444444,694396.81
159331,2025-04-25 00:00:00.000,Equity,2472093.48,79.93193569444444444444444444444444444444,74419.26,1784057.52,214.275659722222222222222222222222222222,694396.81
159331,2025-04-28 00:00:00.000,Equity,2479025.38,79.93193569444444444444444444444444444444,74419.26,1790989.42,214.789791666666666666666666666666666667,688035.96
159331,2025-04-29 00:00:00.000,Equity,2495022.63,79.93193569444444444444444444444444444444,74419.26,1806986.67,216.227083333333333333333333333333333333,688035.96
159331,2025-04-30 00:00:00.000,Equity,2502252.38,79.93193569444444444444444444444444444444,74931.06,1813704.62,216.372777777777777777777777777777777778,688328.46
159331,2025-05-01 00:00:00.000,Equity,2521326.37,79.93193569444444444444444444444444444444,74711.76,1832997.91,218.205555555555555555555555555555555556,688328.46
159331,2025-05-02 00:00:00.000,Equity,2538616.36,79.93193569444444444444444444444444444444,74931.06,1850068.6,221.931119444444444444444444444444444444,688547.76
159331,2025-05-05 00:00:00.000,Equity,2516894.42,79.93193569444444444444444444444444444444,75135.66,1828142.06,220.203194444444444444444444444444444444,688547.76
159331,2025-05-06 00:00:00.000,Equity,2501381.45,79.93193569444444444444444444444444444444,75162.32,1812602.43,218.392361111111111111111111111111111111,688752.36
159331,2025-05-07 00:00:00.000,Equity,2505473.17,79.93193569444444444444444444444444444444,75162.32,1816694.15,219.779236111111111111111111111111111111,688779.02
159331,2025-05-08 00:00:00.000,Equity,2523985.17,79.92676902777777777777777777777777777778,75244.16,1835206.15,221.143055555555555555555555555555555556,688697.18
159331,2025-05-09 00:00:00.000,Equity,2524658.32,79.93193569444444444444444444444444444444,75473.72,1835567.9,220.668611111111111111111111111111111111,688779.02
159331,2025-05-12 00:00:00.000,Equity,2614179.17,79.93193569444444444444444444444444444444,75473.72,1925088.75,228.126647222222222222222222222222222222,689090.42
159331,2025-05-13 00:00:00.000,Equity,2622281.25,79.93193569444444444444444444444444444444,75473.72,1933190.83,228.763055555555555555555555555555555556,689193.42
159331,2025-05-14 00:00:00.000,Equity,2622495.25,79.93193569444444444444444444444444444444,75687.72,1933190.83,228.763055555555555555555555555555555556,689193.42
159331,2025-05-15 00:00:00.000,Equity,2628440.02,79.93193569444444444444444444444444444444,76966.33,1937856.99,229.637777777777777777777777777777777778,689193.42
159331,2025-05-16 00:00:00.000,Equity,2638631.31,79.93193569444444444444444444444444444444,76966.33,1948048.28,230.594444444444444444444444444444444444,690583.03
